id|genre|release year|director|cast
9773|['fantasy', 'romance']|1980|['Jeannot Szwarc']|['Christopher Reeve', 'Jane Seymour']
9774|['science', 'fiction']|1980|['Irvin Kershner']|['Carrie Fisher', 'Harrison Ford', 'Mark Hamill', 'Billy Dee Williams', 'Alec Guinness']
9775|['comedy', 'drama']|1980|['Woody Allen']|['Woody Allen', 'Charlotte Rampling', 'Jessica Harper']
9776|['comedy']|1980|['Sidney Poitier']|['Richard Pryor', 'Gene Wilder']
9777|['comedy', 'drama']|1980|['Richard Rush']|['Barbara Hershey', "Peter O'Toole", 'Steve Railsback']
9778|['action', 'adventure']|1980|['Richard Lester']|['Gene Hackman', 'Christopher Reeve', 'Margot Kidder', 'Terence Stamp', 'Sarah Douglas', "Jack O'Halloran", 'Clifton James', 'Marc McClure', 'Valerie Perrine']
9779|['horror']|1980|['Roger Spottiswoode']|['Hart Bochner', 'David Copperfield', 'Ben Johnson', 'Jamie Lee Curtis']
9780|['comedy']|1980|['Michael Pressman']|['Frank Langella', "Glynnis O'Connor", 'Tom Hulce']
9781|['drama', 'musical']|1980|['Allan Moyle']|['Tim Curry', 'Trini Alvarado']
9782|['western', 'biography']|1980|['William Wiard']|['Steve McQueen', 'Linda Evans', 'Richard Farnsworth']
9783|['horror']|1980|['Danny Steinmann']|['Stephen Furst', 'Barbara Bach']
9784|['comedy']|1980|['Robert Downey', 'Sr.']|['Ralph Macchio', 'Barbara Bach']
9785|['drama']|1980|['James Bridges']|['John Travolta', 'Debra Winger', 'Scott Glenn']
9786|['comedy']|1980|['Robert Zemeckis']|['Kurt Russell', 'Jack Warden', 'Gerrit Graham']
9787|['fantasy', 'thriller']|1980|['John Hough', 'Vincent McEveety']|['Carroll Baker', 'Bette Davis']
9788|['disaster', 'film']|1980|['James Goldstone']|['Paul Newman', 'Jacqueline Bisset', 'William Holden', 'James Franciscus', 'Ernest Borgnine', 'Red Buttons', 'Barbara Carrera', 'Burgess Meredith']
9789|['comedy']|1980|['Art Linson']|['Bill Murray', 'Peter Boyle', 'Bruno Kirby']
9790|['comedy']|1980|['Gary Weis']|['Dudley Moore', 'Laraine Newman', 'Jack Gilford']
9791|['comedy', 'drama']|1980|['Larry Peerce']|['Treat Williams', 'Lisa Eichhorn']
9792|['comedy', 'drama']|1980|['Paul Mazursky']|['Margot Kidder', 'Michael Ontkean', 'Ray Sharkey']
9793|['drama', 'thriller']|1980|['Gordon Willis']|['Joseph Cortese', 'Talia Shire']
9794|['comedy']|1980|['Donna Ashbrook']|['Teri Garr', 'Richard Benjamin', 'Lana Turner']
9795|['fantasy', 'musical']|1980|['Robert Greenwald']|['Olivia Newton-John', 'Michael Beck', 'Gene Kelly']
9796|['drama']|1981|['Sydney Pollack']|['Paul Newman', 'Sally Field', 'Bob Balaban', 'Melinda Dillon', 'Wilford Brimley']
9797|['comedy']|1981|['Jean-Claude Tramont']|['Gene Hackman', 'Barbra Streisand', 'Diane Ladd', 'Dennis Quaid']
9798|['comedy', 'drama']|1981|['Robert Aldrich']|['Peter Falk']
9799|['spy']|1981|['Charles Jarrott']|['John Savage', 'Christopher Plummer']
9800|['drama', 'animated']|1981|['Ralph Bakshi']|['Lisa Jane Persky', 'Ron Thompson']
9801|['horror', 'comedy']|1981|['John Landis']|['David Naughton', 'Griffin Dunne']
9802|['family']|1981|['Vincent McEveety']|['Jenny Agutter', 'Barry Newman']
9803|['romantic', 'comedy']|1981|['Steve Gordon']|['Dudley Moore', 'Liza Minnelli', 'John Gielgud', 'Geraldine Fitzgerald', 'Jill Eikenberry', 'Ted Ross']
9804|['romantic', 'comedy']|1981|['Martin Ritt']|['Sally Field', 'Tommy Lee Jones']
9805|['thriller']|1981|['Brian De Palma']|['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz']
9806|['suspense']|1981|['Lawrence Kasdan']|['William Hurt', 'Kathleen Turner', 'Richard Crenna', 'Ted Danson', 'J.A. Preston', 'Mickey Rourke']
9807|['comedy']|1981|['Billy Wilder']|['Jack Lemmon', 'Walter Matthau', 'Paula Prentiss', 'Klaus Kinski']
9808|['horror']|1981|['Bert I. Gordon']|['Susan Swift', 'Albert Salmi', 'Guy Stockwell']
9809|['horror']|1981|['Tony Maylam']|['Brian Matthews', 'Holly Hunter', 'Jason Alexander']
9810|['comedy']|1981|['Oz Scott']|['Richard Pryor', 'Cicely Tyson']
9811|['comedy', 'action']|1981|['Hal Needham']|['Burt Reynolds', 'Dom DeLuise', 'Farrah Fawcett', 'Dean Martin', 'Sammy Davis', 'Jr.', 'Roger Moore', 'Jackie Chan']
9812|['comedy']|1981|['Michael Schultz']|['George Segal', 'Susan Saint James', 'Denzel Washington']
9813|['drama']|1981|['Lamont Johnson']|['Burt Lancaster', 'Amanda Plummer', 'Diane Lane']
9814|['comedy']|1981|['Carl Gottlieb']|['Ringo Starr', 'Dennis Quaid', 'Shelley Long', 'Barbara Bach', 'John Matuszak', 'Jack Gilford']
9815|['mystery']|1981|['Clive Donner']|['Peter Ustinov', 'Angie Dickinson']
9816|['drama']|1981|['Jeremy Kagan']|['Maximilian Schell', 'Rod Steiger', 'Robby Benson']
9817|['thriller']|1981|['Bobby Roth']|['Yvette Mimieux', 'Christopher Allport']
9818|['comedy']|1981|['David Lowell Rich']|['Alan Arkin', 'Carol Burnett', 'Jack Warden']
9819|['fantasy']|1981|['Desmond Davis']|['Laurence Olivier', 'Harry Hamlin', 'Maggie Smith', 'Burgess Meredith', 'Ursula Andress', 'Judi Bowker', 'Claire Bloom']
9820|['adventure']|1981|['Charles Jarrott']|['Michael Crawford', 'Oliver Reed', 'Barbara Carrera']
9821|['romantic', 'comedy']|1981|['Michael Apted']|['John Belushi', 'Blair Brown']
9822|['mystery', 'drama']|1981|['Ivan Passer']|['Jeff Bridges', 'John Heard', 'Lisa Eichhorn']
9823|['horror']|1981|['Gary Sherman']|['Melody Anderson', 'Jack Albertson']
9824|['horror']|1981|['Wes Craven']|['Maren Jensen', 'Sharon Stone', 'Susan Buckner']
9825|['biography']|1981|['Gabrielle Beaumont']|['Jamie Lee Curtis', 'Bruce Weitz', 'Robert Reed']
9826|['adventure']|1981|['Peter R. Hunt']|['Charles Bronson', 'Lee Marvin', 'Angie Dickinson', 'Andrew Stevens', 'Carl Weathers', 'Ed Lauter']
9827|['comedy']|1981|['Steven Hilliard Stern']|['Elliott Gould', 'Bill Cosby', 'Susan Anspach']
9828|['fantasy']|1981|['Matthew Robbins']|['Peter MacNicol', 'Ralph Richardson']
9829|['drama']|1981|['Franco Zeffirelli']|['Brooke Shields', 'Martin Hewitt', 'Don Murray', 'Shirley Knight', 'Richard Kiley', 'Beatrice Straight', 'Penelope Milford', 'James Spader', 'Tom Cruise']
9830|['action']|1981|['Menahem Golan']|['Franco Nero', 'Susan George', 'Sho Kosugi', 'Christopher George']
9831|['thriller']|1981|['John Carpenter']|['Kurt Russell', 'Lee Van Cleef', 'Donald Pleasence', 'Adrienne Barbeau', 'Isaac Hayes', 'Ernest Borgnine']
9832|['p.o.w.']|1981|['John Huston']|['Sylvester Stallone', 'Michael Caine', 'Max von Sydow']
9833|['horror']|1981|['Sam Raimi']|['Bruce Campbell', 'Ellen Sandweiss']
9834|['action']|1981|['Steve Carver']|['Chuck Norris', 'Christopher Reeve', 'Richard Roundtree']
9835|['spy', 'film']|1981|['Richard Marquand']|['Donald Sutherland', 'Kate Nelligan', 'Christopher Cazenove']
9836|['mystery', 'thriller']|1981|['Peter Yates']|['William Hurt', 'Sigourney Weaver', 'James Woods', 'Christopher Plummer']
9837|['fantasy']|1981|['John Boorman']|['Nigel Terry', 'Helen Mirren']
9838|['thriller']|1981|['Edward Bianchi']|['Lauren Bacall', 'James Garner', 'Maureen Stapleton', 'Michael Biehn', 'Hector Elizondo']
9839|['horror']|1981|['Graham Baker']|['Sam Neill', 'Rossano Brazzi', 'Don Gordon']
9840|['drama']|1981|['Ronald Neame']|['Walter Matthau', 'Jill Clayburgh', 'Barnard Hughes']
9841|['crime', 'drama']|1981|['Daniel Petrie']|['Paul Newman', 'Edward Asner', 'Ken Wahl', 'Pam Grier']
9842|['comedy', 'drama']|1981|['Alan Alda']|['Alan Alda', 'Carol Burnett', 'Rita Moreno', 'Len Cariou', 'Jack Weston', 'Sandy Dennis', 'Bess Armstrong']
9843|['animated', 'film']|1981|['Richard Rich']|['voices of Pearl Bailey', 'Mickey Rooney']
9844|['horror']|1981|['Steve Miner']|['Adrienne King', 'Amy Steel']
9845|['horror']|1981|['Tobe Hooper']|['Elizabeth Berridge', 'Jack McDermott']
9846|['science', 'fiction']|1981|['Bruce D. Clark']|['Edward Albert', 'Erin Moran', 'Ray Walston']
9847|['horror']|1981|['John Irvin']|['Fred Astaire', 'John Houseman', 'Melvyn Douglas']
9848|['comedy']|1981|['Jeremy Joe Kronsberg']|['Tony Danza', 'Jessica Walter', 'Danny DeVito']
9849|['horror']|1981|['Herb Freed']|['Christopher George', 'Michael Pataki']
9850|['comedy', 'family']|1981|['Jim Henson']|['Diana Rigg', 'Charles Grodin']
9851|['horror']|1981|['Rick Rosenthal']|['Jamie Lee Curtis', 'Donald Pleasence']
9852|['horror']|1981|['Oliver Stone']|['Michael Caine', 'Andrea Marcovicci']
9853|['comedy']|1981|['Jerry Lewis']|['Jerry Lewis', 'Susan Oliver', 'Deanna Lund']
9854|['comedy']|1981|['Kieth Merrill']|['Edward Herrmann', 'Geraldine Page', 'Karen Grassle']
9855|['sci', 'fi', 'comedy']|1981|['Allan Arkush']|['Andy Kaufman', 'Bernadette Peters', 'Randy Quaid']
9856|['animated']|1981|['Gerald Potterton']|['Voices of John Candy', 'Eugene Levy', 'Harold Ramis']
9857|['horror']|1981|['Tom DeSimone']|['Linda Blair', 'Vincent Van Patten', 'Peter Barton']
9858|['comedy', 'anthology']|1981|['Mel Brooks']|['Mel Brooks', 'Gregory Hines', 'Madeline Kahn', 'Harvey Korman', 'Cloris Leachman', 'Pamela Stephenson', 'Mary-Margaret Humes', 'Sid Caesar', 'Dom DeLuise', 'Ron Carey', 'Shecky Greene', 'Orson Welles']
9859|['comedy']|1981|['John Schlesinger']|["Beverly D'Angelo", 'Beau Bridges', 'William Devane']
9860|['horror']|1981|['Joe Dante']|['Dee Wallace', 'Patrick Macnee', 'Christopher Stone', 'Belinda Balaski', 'Elisabeth Brooks']
9861|['comedy']|1981|['Joel Schumacher']|['Lily Tomlin', 'Charles Grodin', 'Ned Beatty', 'Henry Gibson']
9862|['action']|1981|['George A. Romero']|['Ed Harris', 'Tom Savini']
9863|['comedy']|1981|['Lou Adler']|['Diane Lane', 'Laura Dern', 'Ray Winstone']
9864|['sci', 'fi']|1981|['Martyn Burke']|['Lee Majors', 'Burgess Meredith']
9865|['western']|1981|['William A. Fraker']|['Klinton Spilsbury', 'Michael Horse', 'Christopher Lloyd', 'Jason Robards']
9866|['biography', 'war']|1981|['Moustapha Akkad']|['Anthony Quinn', 'Rod Steiger', 'John Gielgud']
9867|['sci', 'fi']|1981|['Michael Crichton']|['Albert Finney', 'James Coburn', 'Susan Dey']
9868|['comedy']|1981|['Ken Shapiro']|['Chevy Chase', 'Dabney Coleman', 'Nell Carter']
9869|['comedy']|1981|['Albert Brooks']|['Albert Brooks', 'Kathryn Harrold', 'Bruno Kirby']
9870|['biography']|1981|['Frank Perry']|['Faye Dunaway', 'Diana Scarwid', 'Mara Hobel', 'Steve Forrest', 'Rutanya Alda', 'Howard Da Silva']
9871|['action']|1981|['Abel Ferrara']|['Zoe Tamerlis Lund', 'Abel Ferrara']
9872|['comedy']|1981|['John G. Avildsen']|['John Belushi', 'Dan Aykroyd', 'Cathy Moriarty']
9873|['horror']|1981|['Armand Weston']|['Robin Groves', 'Christopher Loomis', 'John Carradine']
9874|['comedy']|1981|['Tommy Chong']|['Cheech Marin', 'Tommy Chong']
9875|['musical']|1981|['Ronald F. Maxwell']|['Kristy McNichol', 'Dennis Quaid', 'Mark Hamill']
9876|['crime', 'drama']|1981|['Bruce Malmuth']|['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams']
9877|['drama']|1981|['Mark Rydell']|['Henry Fonda', 'Katharine Hepburn', 'Jane Fonda', 'Dabney Coleman', 'Doug McKeon']
9878|['comedy']|1981|['Lee Philips']|['Gary Coleman', 'Michael Lembeck', 'Lisa Eilbacher']
9879|['drama']|1981|['Glenn Jordan']|['Marsha Mason', 'Joan Hackett', 'James Coco', 'David Dukes', 'Kristy McNichol']
9880|['comedy']|1981|['David Steinberg']|['Burt Reynolds', "Beverly D'Angelo", 'Elizabeth Ashley']
9881|['musical', 'drama']|1981|['Herbert Ross']|['Steve Martin', 'Bernadette Peters', 'Jessica Harper']
9882|['horror']|1981|['James Cameron']|["Tricia O'Neil", 'Lance Henriksen']
9883|['comedy']|1981|['John Waters']|['Divine', 'Tab Hunter']
9884|['crime', 'drama']|1981|['Bob Rafelson']|['Jack Nicholson', 'Jessica Lange', 'John Colicos', 'Michael Lerner', 'John P. Ryan', 'Anjelica Huston']
9885|['crime', 'drama']|1981|['Sidney Lumet']|['Treat Williams', 'Jerry Orbach', 'Lindsay Crouse', 'Bob Balaban', 'James Tolkan', 'Lane Smith', 'Lee Richardson']
9886|['comedy']|1981|['Alan Myerson']|['Sylvia Kristel', 'Howard Hesseman', 'Ed Begley', 'Jr.']
9887|['horror']|1981|['Joseph Zito']|['Vicky Dawson', 'Christopher Goutman']
9888|['true', 'crime']|1981|['Roger Spottiswoode']|['Treat Williams', 'Robert Duvall', 'Kathryn Harrold']
9889|['drama']|1981|['Miloš Forman']|['Elizabeth McGovern', 'Howard Rollins', 'James Cagney', "Pat O'Brien", 'Kenneth McMillan', 'Mary Steenburgen', 'James Olson', 'Mandy Patinkin', 'Brad Dourif', 'Moses Gunn', 'Robert Joy', "Donald O'Connor", 'Norman Mailer']
9890|['adventure']|1981|['Steven Spielberg']|['Harrison Ford', 'Karen Allen', 'Denholm Elliott', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Alfred Molina']
9891|['epic', 'biography']|1981|['Warren Beatty']|['Warren Beatty', 'Diane Keaton', 'Gene Hackman', 'Maureen Stapleton', 'Jerzy Kosinski', 'Paul Sorvino', 'Jack Nicholson']
9892|['drama']|1981|['George Cukor']|['Jacqueline Bisset', 'Candice Bergen', 'Hart Bochner']
9893|['thriller']|1981|['Alan J. Pakula']|['Jane Fonda', 'Kris Kristofferson', 'Hume Cronyn']
9894|['action', 'comedy']|1981|['Max Kleven']|['Dirk Benedict', 'Linda Blair', 'Richard Farnsworth']
9895|['comedy']|1981|['Blake Edwards']|['Julie Andrews', 'William Holden', 'Richard Mulligan', 'Robert Preston', 'Robert Webber', 'Robert Vaughn', 'Larry Hagman']
9896|['thriller']|1981|['Peter Zinner']|['Franco Nero', 'Anthony Quinn', 'Sybil Danning']
9897|['horror', 'comedy']|1981|['Howard R. Cohen']|['Richard Benjamin', 'Paula Prentiss', 'Severn Darden']
9898|['crime', 'drama']|1981|['Burt Reynolds']|['Burt Reynolds', 'Rachel Ward', 'Vittorio Gassman', 'Henry Silva', 'Charles Durning', 'Earl Holliman']
9899|['musical']|1981|['Jim Sharman']|['Cliff DeYoung', 'Jessica Harper']
9900|['thriller']|1981|['Walter Hill']|['Powers Boothe', 'Keith Carradine', 'Fred Ward', 'Peter Coyote']
9901|['adventure']|1981|['Franklin J. Schaffner']|['Frank Langella', 'Lesley-Anne Down', 'John Gielgud']
9902|['comedy']|1981|['Ivan Reitman']|['Bill Murray', 'Harold Ramis', 'Warren Oates', 'John Candy', 'Sean Young', 'P.J. Soles', 'John Larroquette']
9903|['comedy']|1981|['Mickey Rose']|['Kristen Riter', 'Matt Goldsby']
9904|['comedy']|1981|['Gus Trikonis']|['Robert Hays', 'Art Carney', 'Barbara Hershey']
9905|['drama']|1981|['Harold Becker']|['George C. Scott', 'Timothy Hutton', 'Ronny Cox', 'Sean Penn', 'Tom Cruise']
9906|['adventure']|1981|['John Derek']|['Bo Derek', 'Richard Harris', 'John Phillip Law', "Miles O'Keeffe"]
9907|['thriller']|1981|['Bob Brooks']|['Bruce Dern', 'Maud Adams', 'Leonard Frey']
9908|['romantic', 'comedy']|1981|['Peter Bogdanovich']|['Audrey Hepburn', 'Ben Gazzara', 'Patti Hansen', 'Dorothy Stratten', 'John Ritter']
9909|['crime', 'drama']|1981|['Michael Mann']|['James Caan', 'Tuesday Weld', 'James Belushi', 'Robert Prosky', 'Willie Nelson']
9910|['crime', 'drama']|1981|['Ulu Grosbard']|['Robert De Niro', 'Robert Duvall', 'Charles Durning', 'Kenneth McMillan', 'Cyril Cusack', 'Ed Flanders', 'Burgess Meredith']
9911|['fantasy']|1981|['Frederick King Keller']|['Margaret Chamberlain', 'Paul Fleesa']
9912|['drama']|1981|['John Badham']|['Richard Dreyfuss', 'John Cassavetes', 'Christine Lahti', 'Thomas Carter', 'Kenneth McMillan']
9913|['horror']|1981|['Michael Wadleigh']|['Albert Finney', 'Gregory Hines']
9914|['drama']|1981|['Luis Valdez']|['Edward James Olmos', 'Daniel Valdez', 'Tyne Daly']
9915|['comedy']|1981|['Peter Medak']|['George Hamilton', 'Lauren Hutton']
9916|['crime', 'comedy']|1982|['Walter Hill']|['Nick Nolte', 'Eddie Murphy', "Annette O'Toole", 'James Remar', 'David Patrick Kelly']
9917|['comedy']|1982|['Ken Finkleman']|['Robert Hays', 'Julie Hagerty', 'Lloyd Bridges', 'Chad Everett', 'William Shatner', 'Rip Torn', 'Sonny Bono']
9918|['slasher']|1982|['Jack Sholder']|['Jack Palance', 'Donald Pleasence']
9919|['horror']|1982|['Damiano Damiani']|['James Olson', 'Burt Young', 'Rutanya Alda']
9920|['sci', 'fi']|1982|['Aaron Lipstadt']|['Klaus Kinski', 'Brie Howard']
9921|['musical']|1982|['John Huston']|['Albert Finney', 'Carol Burnett', 'Tim Curry', 'Bernadette Peters', 'Ann Reinking', 'Geoffrey Holder', 'Edward Herrmann', 'Aileen Quinn']
9922|['western']|1982|['Fred Schepisi']|['Willie Nelson', 'Gary Busey', 'Isela Vega']
9923|['horror']|1982|['Frank Henenlotter']|['Kevin Van Hentenryck']
9924|['comedy']|1982|['Pat Townsend']|['Jeana Tomasino', 'Debra Blee']
9925|['horror']|1982|['Philippe Mora']|['Ronny Cox', 'Bibi Besch', 'L.Q. Jones']
9926|['fantasy']|1982|['Don Coscarelli']|['Marc Singer', 'Tanya Roberts']
9927|['romantic', 'comedy']|1982|['Norman Jewison']|['Burt Reynolds', 'Goldie Hawn', 'Jessica Tandy', 'Barnard Hughes', 'Ron Silver']
9928|['musical']|1982|['Colin Higgins']|['Dolly Parton', 'Burt Reynolds', 'Charles Durning', 'Dom DeLuise', 'Jim Nabors']
9929|['science', 'fiction']|1982|['Ridley Scott']|['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Daryl Hannah', 'William Sanderson', 'Joanna Cassidy', 'Brion James', 'Joe Turkel']
9930|['drama']|1982|['Tony Richardson']|['Jack Nicholson', 'Valerie Perrine', 'Harvey Keitel', 'Warren Oates']
9931|['animation']|1982|['Friz Freleng']|['Mel Blanc', 'June Foray']
9932|['drama']|1982|['Matt Cimber']|['Pia Zadora', 'Ed McMahon', 'Orson Welles', 'Lois Nettleton', 'June Lockhart']
9933|['drama']|1982|['David S. Ward']|['Nick Nolte', 'Debra Winger']
9934|['horror']|1982|['Paul Schrader']|['Nastassja Kinski', 'Malcolm McDowell', "Annette O'Toole", 'John Heard']
9935|['drama']|1982|['Wayne Wang']|['Wood Moy', 'Marc Hayashi']
9936|['drama']|1982|['Robert Altman']|['Cher', 'Sandy Dennis', 'Karen Black']
9937|['action']|1982|['John Milius']|['Arnold Schwarzenegger', 'James Earl Jones', 'Mako']
9938|['drama']|1982|['Tom DeSimone']|['Jill St. John', 'Tracey E. Bregman']
9939|['horror', 'comedy']|1982|['George A. Romero']|['Hal Holbrook', 'Adrienne Barbeau', 'E. G. Marshall', 'Ted Danson', 'Fritz Weaver', 'Leslie Nielsen', 'Stephen King']
9940|['animated']|1982|['Jim Henson', 'Frank Oz']|['Voices of Frank Oz', 'Jim Henson']
9941|['comedy']|1982|['Carl Reiner']|['Steve Martin', 'Rachel Ward', 'Carl Reiner']
9942|['action']|1982|['Michael Winner']|['Charles Bronson', 'Jill Ireland', 'Vincent Gardenia']
9943|['thriller']|1982|['Sidney Lumet']|['Michael Caine', 'Christopher Reeve', 'Dyan Cannon']
9944|['unknown']|1982|['Valerie Harper', 'Dennis Weaver', 'Robin Ignico', 'Kristen Cumming', 'Oliver Robbins', 'Ruth Gordon']|['Horror Mystery']
9945|['science', 'fiction']|1982|['Steven Spielberg']|['Dee Wallace', 'Henry Thomas', 'Peter Coyote', 'Drew Barrymore', 'Robert MacNaughton']
9946|['comedy']|1982|['Paul Bartel']|['Paul Bartel', 'Mary Woronov', 'Robert Beltran']
9947|['crime', 'drama']|1982|['Alan Rudolph']|['Robert Urich', 'JoBeth Williams', 'Paul Dooley']
9948|['drama']|1982|['Caleb Deschanel']|['Raúl Juliá', "Griffin O'Neal", 'Teri Garr', 'Desi Arnaz']
9949|['comedy']|1982|['Amy Heckerling']|['Sean Penn', 'Judge Reinhold', 'Phoebe Cates', 'Jennifer Jason Leigh', 'Robert Romanus', 'Brian Backer']
9950|['drama']|1982|['James B. Harris']|['James Woods', 'Tim McIntire', 'Kay Lenz']
9951|['action']|1982|['Lewis Teague']|['Tom Skerritt', 'Patti LuPone', 'Michael Sarrazin']
9952|['action']|1982|['Clint Eastwood']|['Clint Eastwood', 'Nigel Hawthorne']
9953|['action']|1982|['Ted Kotcheff']|['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy', 'Jack Starrett', 'David Caruso']
9954|['drama']|1982|['Fred Zinnemann']|['Sean Connery', 'Betsy Brantley']
9955|['animation']|1982|['Jules Bass', 'Katsuhisa Yamada']|['John Ritter', 'Bob McFadden']
9956|['sci', 'fi']|1982|['Allan Holzman']|['Dawn Dunlap', 'Jesse Vint', 'Michael Bowen']
9957|['comedy']|1982|['Richard Elfman']|['Hervé Villechaize', 'Susan Tyrell', 'Danny Elfman']
9958|['drama', 'biography']|1982|['Graeme Clifford']|['Jessica Lange', 'Kim Stanley', 'Sam Shepard']
9959|['horror']|1982|['Steve Miner']|['Dana Kimmell', 'Larry Zerner']
9960|['biography']|1982|['Richard Attenborough']|['Ben Kingsley', 'Edward Fox', 'John Gielgud', 'Trevor Howard', 'John Mills', 'Martin Sheen', 'Candice Bergen']
9961|['musical', 'comedy']|1982|['Patricia Birch']|['Maxwell Caulfield', 'Michelle Pfeiffer', 'Adrian Zmed', 'Didi Conn', 'Eve Arden', 'Sid Caesar', 'Dody Goodman', 'Eddie Deezen', 'Connie Stevens', 'Lorna Luft']
9962|['horror']|1982|['Tommy Lee Wallace']|["Dan O'Herlihy", 'Stacey Nelkin']
9963|['mystery']|1982|['Wim Wenders']|['Frederic Forrest', 'Marilu Henner', 'Peter Boyle']
9964|['comedy']|1982|['Sidney Poitier']|['Gene Wilder', 'Gilda Radner', 'Richard Widmark']
9965|['western']|1982|['William A. Graham']|['Bruce Dern', 'Helen Shaver']
9966|['animation', 'family']|1982|['Robert Taylor']|['Lorne Greene', 'Margery Gray', 'Sammy Davis', 'Jr.']
9967|['animation', 'adult']|1982|['Ralph Bakshi']|['Voices of David Proval', 'Tina Bowman']
9968|['drama']|1982|['Clint Eastwood']|['Clint Eastwood', 'Kyle Eastwood', 'Verna Bloom']
9969|['horror']|1982|['Boaz Davidson']|['Jon Van Ness', 'Barbi Benton']
9970|['comedy']|1982|['Neil Young', 'Dean Stockwell']|['Neil Young', 'Russ Tamblyn', 'Devo']
9971|['drama']|1982|['Herbert Ross']|['Walter Matthau', 'Ann-Margret', 'Dinah Manoff']
9972|['action']|1982|['Richard T. Heffron']|['Armand Assante', 'Paul Sorvino', 'Barbara Carrera']
